image_id,brand_id
69f94a3eb293362dbe209a38,67b835ac7857415e0a4e0efc
69f94a37b293362dbe209a37,67b8452d8bf10d5e04a41926
69f94a33b293362dbe209a36,67b8452d8bf10d5e04a41926
69f94a31b293362dbe209a35,67b835ac7857415e0a4e0efc
69f94a2db293362dbe209a34,67b8452d8bf10d5e04a41926
69f94a2bb293362dbe209a33,67b842059b10d35e1c1a9a4d
69f94a28b293362dbe209a32,67b842059b10d35e1c1a9a4d
69f94a18b293362dbe209a30,67b892238bf10d5e04a49363
69f94a16b293362dbe209a2f,67b892238bf10d5e04a49363
69f94a14b293362dbe209a2e,67b892238bf10d5e04a49363
69f94a12b293362dbe209a2d,67b892238bf10d5e04a49363
69f94a10b293362dbe209a2c,67b883de9b10d35e1c1b06b9
69f94a0eb293362dbe209a2b,67b844907857415e0a4e23c3
69f94a0cb293362dbe209a2a,67b87bab7857415e0a4e8395
69f94a0ab293362dbe209a29,67b84dfc9b10d35e1c1aaa5d
69f94a05b293362dbe209a28,67b882964b31535e279eb4b4
69f94a03b293362dbe209a27,67b882964b31535e279eb4b4
69f94a02b293362dbe209a26,67b883de9b10d35e1c1b06b9
69f94a01b293362dbe209a25,67b84dfc9b10d35e1c1aaa5d
69f94a00b293362dbe209a24,67b883de9b10d35e1c1b06b9
69f949ffb293362dbe209a23,67b898f64b31535e279ed441
69f949fdb293362dbe209a22,67b883de9b10d35e1c1b06b9
69f949f9b293362dbe209a21,67b883de9b10d35e1c1b06b9
69f949f8b293362dbe209a20,67b883de9b10d35e1c1b06b9
69f949f6b293362dbe209a1f,67b892238bf10d5e04a49363
69f949f5b293362dbe209a1e,67b883de9b10d35e1c1b06b9
69f949f2b293362dbe209a1d,67b892238bf10d5e04a49363
69f949efb293362dbe209a1c,67b87bab7857415e0a4e8395
69f949edb293362dbe209a1b,67b87bab7857415e0a4e8395
69f949e8b293362dbe209a1a,67b8789a8bf10d5e04a465bc
69f949deb293362dbe209a16,67b89b364b31535e279ed49b
69f949dcb293362dbe209a15,67b827094b31535e279e2783
69f949dab293362dbe209a14,67b827094b31535e279e2783
69f949d8b293362dbe209a13,68cbf92dc7d0095e76afb66b
69f949c9b293362dbe209a12,68e3aeb99253995e8788c925
69f949c7b293362dbe209a11,68e3aeb99253995e8788c925
69f949c5b293362dbe209a10,68e3aeb99253995e8788c925
69f949b5b293362dbe209a0f,67b89fa49b10d35e1c1b3cb7
69f949b3b293362dbe209a0e,67b89fa49b10d35e1c1b3cb7
69f949b1b293362dbe209a0d,67b89fa49b10d35e1c1b3cb7
69f949a2b293362dbe209a0c,68caa89de9cf45645321e764
69f949a0b293362dbe209a0b,67b89fa49b10d35e1c1b3cb7
69f9499bb293362dbe209a0a,68caa89de9cf45645321e764
69f94997b293362dbe209a09,67b8a9d88bf10d5e04a4ba9d
69f94994b293362dbe209a08,67b8a9d88bf10d5e04a4ba9d
69f94992b293362dbe209a07,68caa89de9cf45645321e764
69f94986b293362dbe209a06,67b897407857415e0a4ec59d
69f94984b293362dbe209a05,67b8a9d88bf10d5e04a4ba9d
69f94983b293362dbe209a04,67b8a9d88bf10d5e04a4ba9d
69f9497fb293362dbe209a03,67b8a9d88bf10d5e04a4ba9d
69f94971b293362dbe209a02,67b8a9d88bf10d5e04a4ba9d
69f94963b293362dbe2099fe,68caa936e9cf45645321e79c
